iteration,mean_reward
206,31.08442497253418
207,32.92204284667969
208,31.04901885986328
209,29.30976104736328
210,34.006473541259766
211,34.63884735107422
212,31.320463180541992
213,34.395729064941406
214,34.748252868652344
215,31.47076988220215
216,34.950965881347656
217,33.36119842529297
218,31.101119995117188
219,36.12351989746094
220,34.267032623291016
221,30.773929595947266
222,32.93869400024414
223,33.509090423583984
224,35.79127883911133
225,33.266448974609375
226,33.628814697265625
227,34.12906265258789
228,33.78518295288086
229,33.7339973449707
230,35.54906463623047
231,33.053646087646484
232,33.59124755859375
233,35.22932434082031
234,35.854286193847656
235,35.89169692993164
236,36.1503791809082
237,37.780364990234375
238,35.172828674316406
239,35.27629470825195
240,33.92272186279297
241,34.902835845947266
242,34.85422134399414
243,36.07933807373047
244,32.72417068481445
245,35.721412658691406
246,35.6328239440918
247,35.73723220825195
248,35.33531951904297
249,34.708763122558594
250,32.34260559082031
251,34.341548919677734
252,35.0660514831543
253,33.33213806152344
254,38.25729751586914
255,35.28023147583008
256,32.55229187011719
257,37.060855865478516
258,36.05988693237305
259,38.13009262084961
260,37.044429779052734
261,40.39866256713867
262,35.33427429199219
263,38.372615814208984
264,31.366540908813477
265,36.167991638183594
266,31.878454208374023
267,39.650081634521484
268,31.97707176208496
269,35.60765838623047
270,36.62422561645508
271,35.942508697509766
272,36.839412689208984
273,34.31488800048828
274,36.023250579833984
275,34.756019592285156
276,36.393287658691406
277,37.42646026611328
278,36.97587585449219
279,37.96187973022461
280,36.84605407714844
281,38.7109489440918
282,35.88176727294922
283,38.18196105957031
284,37.821537017822266
285,35.20545959472656
286,40.56752395629883
287,33.23896026611328
288,37.541500091552734
289,38.669742584228516
290,38.21330261230469
291,33.830162048339844
292,38.482418060302734
293,33.99085998535156
294,39.305503845214844
295,37.350765228271484
296,34.538185119628906
297,39.50339126586914
298,37.7763557434082
299,35.20014953613281
300,36.26845169067383
301,36.62362289428711
302,39.50785446166992
303,35.230613708496094
304,37.9901123046875
305,37.629119873046875
306,38.05576705932617
307,39.46054458618164
308,36.36736297607422
309,35.756771087646484
310,38.27741622924805
311,34.894508361816406
312,39.04502487182617
313,35.06665802001953
314,36.24871826171875
315,36.584266662597656
316,40.63467025756836
317,37.62299346923828
318,39.142452239990234
319,39.23280334472656
320,37.980934143066406
321,37.9528694152832
322,40.901123046875
323,37.1342658996582
324,41.08724594116211
325,36.863773345947266
326,40.337860107421875
327,37.75516128540039
328,38.524105072021484
329,36.217262268066406
330,38.25798416137695
331,41.70566177368164
332,42.15933609008789
333,37.2369270324707
334,42.075016021728516
335,37.268150329589844
336,39.00381088256836
337,40.437198638916016
338,41.283897399902344
339,41.05763626098633
340,39.1256103515625
341,38.84787368774414
342,40.55924606323242
343,36.49113464355469
344,38.47595977783203
345,40.10003662109375
346,41.35843276977539
347,40.29249954223633
348,38.964752197265625
349,35.227115631103516
350,35.67976379394531
351,38.57966232299805
352,40.09572982788086
353,38.896507263183594
354,39.728538513183594
355,40.14206314086914
356,38.5445671081543
357,41.5928840637207
358,38.81757354736328
359,39.931419372558594
360,39.119441986083984
361,35.25511169433594
362,39.50275802612305
363,37.6466064453125
364,41.21158981323242
365,41.59743881225586
366,40.91929626464844
367,38.50199508666992
368,41.993263244628906
369,40.85904312133789
370,41.72938919067383
371,44.56974792480469
372,41.82011032104492
373,41.56746292114258
374,39.743873596191406
375,39.75645065307617
376,38.77821731567383
377,41.81494903564453
378,38.417842864990234
379,44.370872497558594
380,40.82532501220703
381,40.67845916748047
382,43.255523681640625
383,43.42107391357422
384,40.5426025390625
385,38.42258834838867
386,41.69322204589844
387,42.41911697387695
388,42.728763580322266
389,40.03602981567383
390,43.6893424987793
391,43.524070739746094
392,45.59718322753906
393,43.82335662841797
394,44.349761962890625
395,43.69562530517578
396,41.708984375
397,40.28672409057617
398,44.16950607299805
399,43.26849365234375
400,42.46651077270508
401,43.235652923583984
402,42.487884521484375
403,46.86865234375
404,43.41688537597656
405,40.87087631225586
406,42.62895965576172
407,43.663551330566406
408,47.05998992919922
409,43.687503814697266
410,45.64765930175781
411,44.17917251586914
412,44.081275939941406
413,42.68059539794922
414,41.61902618408203
415,44.925655364990234
416,44.30824661254883
417,44.6075439453125
418,42.76027297973633
419,46.0733528137207
420,45.49702835083008
421,46.14006423950195
422,48.26370620727539
423,43.30698013305664
424,46.488216400146484
425,46.06550979614258
426,47.347408294677734
427,45.01780700683594
428,45.57117462158203
429,47.93478775024414
430,46.265438079833984
431,47.108726501464844
432,46.31196594238281
433,48.6087646484375
434,44.62685012817383
435,48.6138801574707
436,48.1826057434082
437,48.364288330078125
438,45.511783599853516
439,44.233848571777344
440,47.776519775390625
441,48.175743103027344
442,49.264610290527344
443,49.178462982177734
444,48.69304656982422
445,48.04460525512695
446,50.13663864135742
447,46.19477081298828
448,48.65642547607422
449,46.42007064819336
450,49.397708892822266
451,48.124080657958984
452,48.1265983581543
453,48.679317474365234
454,48.61893844604492
455,48.494102478027344
456,49.74686813354492
457,48.087615966796875
458,49.80006408691406
459,50.803462982177734
460,49.36880111694336
461,50.509273529052734
462,49.694580078125
463,51.653202056884766
464,50.33039093017578
465,50.00849533081055
466,51.47859573364258
467,51.22703552246094
468,49.25395965576172
469,49.84489822387695
470,51.153804779052734
471,46.200172424316406
472,50.077850341796875
473,51.27367401123047
474,50.191368103027344
475,50.770347595214844
476,47.88339614868164
477,50.008182525634766
478,50.87662887573242
479,51.31739807128906
480,49.52079391479492
481,51.195472717285156
482,50.94063186645508
483,51.51383590698242
484,51.74164962768555
485,50.62008285522461
486,50.31926345825195
487,50.08336639404297
488,48.245365142822266
489,50.021263122558594
490,50.47733688354492
491,50.89419937133789
492,49.75178527832031
493,51.64152526855469
494,51.95640182495117
495,52.24911117553711
496,51.15941619873047
497,53.345516204833984
498,53.818756103515625
499,52.49909591674805
500,50.856685638427734
501,51.89492416381836
502,52.52166748046875
503,49.398406982421875
504,50.37656784057617
505,50.080467224121094
506,49.3272819519043
507,49.33610534667969
508,48.63698959350586
509,50.58666229248047
510,48.741817474365234
511,50.11613845825195
512,48.231544494628906
513,47.794273376464844
514,48.61001205444336
515,46.4627685546875
516,48.36264419555664
517,47.835994720458984
518,50.62242126464844
519,52.582149505615234
520,46.16456604003906
521,49.87520217895508
522,51.04543685913086
523,49.33852767944336
524,51.515228271484375
525,51.6005744934082
526,51.06483459472656
527,49.326019287109375
528,52.596988677978516
529,52.10834503173828
530,53.004600524902344
531,51.444252014160156
532,50.894290924072266
533,53.64663314819336
534,53.00371170043945
535,53.28714370727539
536,52.15879821777344
537,54.465145111083984
538,52.41217803955078
539,53.368194580078125
540,52.86033248901367
541,52.85066604614258
542,52.849327087402344
543,53.51968002319336
544,54.71857833862305
545,53.66393280029297
546,54.60629653930664
547,53.935516357421875
548,54.412967681884766
549,53.66562271118164
550,55.31597137451172
551,54.9219856262207
552,55.57099151611328
553,55.353538513183594
554,53.30052947998047
555,56.198097229003906
556,53.0738525390625
557,53.90237045288086
558,55.39614486694336
559,56.59027862548828
560,54.63809585571289
561,54.64356231689453
562,54.98405456542969
563,56.179962158203125
564,55.037837982177734
565,57.42710494995117
566,56.80356216430664
567,55.06943130493164
568,56.66071319580078
569,55.342369079589844
570,57.41918182373047
571,58.014060974121094
572,57.63365936279297
573,54.30949783325195
574,56.74030685424805
575,57.48509216308594
576,58.06155014038086
577,58.11804962158203
578,55.49026870727539
579,56.68656539916992
580,57.78353500366211
581,56.943931579589844
582,57.32430648803711
583,57.40618896484375
584,55.55528259277344
585,55.95170211791992
586,57.32950973510742
587,57.67106246948242
588,58.149635314941406
589,58.82963180541992
590,58.6362190246582
591,57.28846740722656
592,57.22026443481445
593,58.13037109375
594,56.378536224365234
595,57.584922790527344
596,55.45708084106445
597,56.92666244506836
598,56.51118087768555
599,58.94257354736328
600,58.11064910888672
601,57.198184967041016
602,58.28770446777344
603,59.27067947387695
604,56.70269775390625
605,58.22173309326172
606,58.047752380371094
607,57.427268981933594
608,59.61933135986328
609,58.73337173461914
610,56.662471771240234
611,56.85557556152344
612,48.23028564453125
613,48.3845100402832
614,47.660282135009766
615,49.509056091308594
616,48.97917556762695
617,51.874549865722656
618,46.95911407470703
619,49.14226150512695
620,50.688446044921875
621,51.1838264465332
622,47.39652633666992
623,47.67058563232422
624,52.66756820678711
625,49.62312698364258
626,44.370296478271484
627,48.67470169067383
628,48.16925811767578
629,49.977806091308594
630,51.34145736694336
631,51.59956741333008
632,51.973243713378906
633,48.01601791381836
634,49.929141998291016
635,51.694496154785156
636,48.75394058227539
637,46.90853500366211
638,48.929378509521484
639,52.620418548583984
640,50.829734802246094
641,50.579715728759766
642,49.11106872558594
643,52.62501907348633
644,52.21408462524414
645,49.742183685302734
646,50.72501754760742
647,49.93569564819336
648,51.920963287353516
649,47.66221618652344
650,49.994667053222656
651,50.43651580810547
652,50.18947219848633
653,49.7503662109375
654,46.645172119140625
655,51.17446517944336
656,50.88709259033203
657,52.43513870239258
658,50.17816162109375
659,50.68052291870117
660,50.2054557800293
661,49.19179916381836
662,52.1673698425293
663,51.7440185546875
664,47.028114318847656
665,52.26496887207031
666,50.60969543457031
667,49.50699996948242
668,50.853397369384766
669,50.19287872314453
670,51.20158386230469
671,51.42103576660156
672,51.130897521972656
673,52.60710525512695
674,50.952091217041016
675,50.724369049072266
676,51.562774658203125
677,50.55394744873047
678,51.74690246582031
679,50.915218353271484
680,51.724327087402344
681,51.451393127441406
682,45.6535758972168
683,49.062984466552734
684,51.49055480957031
685,50.461700439453125
686,47.87657165527344
687,52.460548400878906
688,50.48843002319336
689,50.801490783691406
690,50.81676483154297
691,49.92796325683594
692,49.78303527832031
693,51.05888748168945
694,50.80551528930664
695,50.45841979980469
696,50.303157806396484
697,47.650062561035156
698,51.5478630065918
699,47.312374114990234
700,50.41440200805664
701,49.05426025390625
702,49.97486114501953
703,50.91037368774414
704,51.800071716308594
705,49.03612518310547
706,51.97159194946289
707,47.574241638183594
708,50.56756591796875
709,52.53444290161133
710,47.79450988769531
711,50.012718200683594
712,48.578330993652344
713,48.39203643798828
714,49.87525939941406
715,51.648895263671875
716,49.59494400024414
717,49.66883850097656
718,49.227359771728516
719,49.95785140991211
720,52.67024230957031
721,50.831932067871094
722,52.68135452270508
723,51.24974060058594
724,53.979801177978516
725,51.107749938964844
726,47.162166595458984
727,50.44538497924805
728,52.03640365600586
729,52.419246673583984
730,48.65467071533203
731,46.752323150634766
732,51.35651397705078
733,52.726863861083984
734,51.36985397338867
735,52.123687744140625
736,51.36758804321289
737,52.944950103759766
738,54.89356231689453
739,51.69242477416992
740,48.98719787597656
741,51.6285514831543
742,49.271873474121094
743,49.380924224853516
744,50.67119216918945
745,49.4007568359375
746,52.678524017333984
747,51.608856201171875
748,50.79365539550781
749,50.08556365966797
750,50.58315658569336
751,51.055145263671875
752,49.13347244262695
753,50.127532958984375
754,53.04008483886719
755,50.05192565917969
756,49.86577224731445
757,51.700923919677734
758,50.440433502197266
759,48.62701416015625
760,49.86991500854492
761,51.64715576171875
762,52.57004165649414
763,51.62277603149414
764,49.19550704956055
765,48.764739990234375
766,50.878440856933594
767,53.636558532714844
768,51.969661712646484
769,52.244075775146484
770,50.87251663208008
771,50.27544021606445
772,52.417266845703125
773,46.055641174316406
774,52.308197021484375
775,48.64787673950195
776,51.49878692626953
777,48.825965881347656
778,48.201515197753906
779,49.500972747802734
780,51.04462432861328
781,51.01786804199219
782,52.209285736083984
783,48.782127380371094
784,54.663936614990234
785,51.264400482177734
786,53.49942398071289
787,51.3325080871582
788,53.12860107421875
789,50.340145111083984
790,51.496910095214844
791,51.26695251464844
792,50.39804458618164
793,48.60454177856445
794,51.868507385253906
795,50.47517395019531
796,51.56833267211914
797,51.60565948486328
798,52.95906448364258
799,52.32383728027344
800,52.568607330322266
801,47.944068908691406
802,51.60929870605469
803,50.601173400878906
804,51.56510543823242
805,49.97364044189453
806,49.86650466918945
807,50.313453674316406
808,52.253570556640625
809,49.46733856201172
810,52.325740814208984
811,49.448158264160156
812,49.9788703918457
813,50.445030212402344
814,50.043968200683594
815,50.57174301147461
816,51.320655822753906
817,54.00545120239258
818,49.22231674194336
819,51.162925720214844
820,53.77942657470703
821,48.02375030517578
822,52.897090911865234
823,51.194915771484375
824,52.03595733642578
825,48.8674201965332
826,47.566932678222656
827,50.03709030151367
828,48.81772232055664
829,49.55494689941406
830,51.80180740356445
831,48.07210922241211
832,52.294498443603516
833,51.54816818237305
834,49.6738166809082
835,52.91958999633789
836,50.410099029541016
837,51.269100189208984
838,50.07687759399414
839,52.86241912841797
840,51.26799392700195
841,49.54383850097656
842,53.15684127807617
843,50.70896911621094
844,51.46929168701172
845,51.07099914550781
846,49.71101379394531
847,51.98107147216797
848,49.71865463256836
849,52.75862503051758
850,50.038658142089844
851,51.83369445800781
852,48.35026931762695
853,48.79096603393555
854,53.010372161865234
855,53.914737701416016
856,52.84512710571289
857,52.320457458496094
858,52.40657424926758
859,48.37289047241211
860,49.60397720336914
861,51.45530700683594
862,54.64338684082031
863,50.87334060668945
864,53.70014953613281
865,50.69602584838867
866,47.92154312133789
867,48.820281982421875
868,51.94417190551758
869,52.28203582763672
870,48.37586975097656
871,52.52457809448242
872,51.320716857910156
873,49.82488250732422
874,52.15412139892578
875,51.22446823120117
876,49.403194427490234
877,51.638710021972656
878,52.9952507019043
879,53.321990966796875
880,52.457618713378906
881,53.09296417236328
882,52.305503845214844
883,50.11702346801758
884,49.82624435424805
885,52.9642219543457
886,50.4584846496582
887,53.44966125488281
888,51.4637451171875
889,51.522151947021484
890,51.96383285522461
891,52.30107116699219
892,52.7805061340332
893,50.51831817626953
894,50.52822494506836
895,50.243465423583984
896,49.95458984375
897,51.20136260986328
898,49.892982482910156
899,51.9642333984375
900,52.3055419921875
901,52.9774284362793
902,51.90901565551758
903,51.56089782714844
904,51.10505676269531
905,49.77351760864258
906,51.97941207885742
907,50.994285583496094
908,54.280372619628906
909,51.800846099853516
910,51.899330139160156
911,52.113094329833984
912,52.50413513183594
913,49.84077072143555
914,51.707183837890625
915,50.82402038574219
916,49.485107421875
917,49.5260124206543
918,51.56948471069336
919,53.25800704956055
920,52.84077835083008
921,51.915916442871094
922,50.735374450683594
923,54.67667770385742
924,52.59602355957031
925,50.29835510253906
926,52.035362243652344
927,51.74972152709961
928,49.354576110839844
929,51.300933837890625
930,48.93357467651367
931,53.87698745727539
932,48.654869079589844
933,52.20231628417969
934,51.74860763549805
935,52.88700866699219
936,52.027591705322266
937,51.04903030395508
938,49.82988357543945
939,52.11513137817383
940,51.542991638183594
941,53.281532287597656
942,53.95246887207031
943,53.42247772216797
944,53.0623664855957
945,53.294734954833984
946,50.39960861206055
947,53.31387710571289
948,54.09186553955078
949,53.5858039855957
950,53.730567932128906
951,51.90583038330078
952,49.850040435791016
953,53.69269943237305
954,51.68535614013672
955,49.2694206237793
956,54.053497314453125
957,51.98443603515625
958,50.89603805541992
959,52.07747268676758
960,53.34375
961,52.12804412841797
962,52.15420913696289
963,50.91583251953125
964,50.315223693847656
965,51.592491149902344
966,51.42274475097656
967,48.32294845581055
968,52.65354919433594
969,49.4183464050293
970,51.77622985839844
971,53.69496154785156
972,51.909122467041016
973,51.466861724853516
974,49.77694320678711
975,47.66878890991211
976,50.0703125
977,52.65804672241211
978,49.557735443115234
979,50.491966247558594
980,50.742828369140625
981,50.54728317260742
982,52.210670471191406
983,52.020118713378906
984,53.315704345703125
985,51.552913665771484
986,52.30030059814453
987,51.02302169799805
988,51.63252258300781
989,51.467220306396484
990,49.33405303955078
991,50.32221984863281
992,50.47367858886719
993,51.473426818847656
994,50.53831100463867
995,49.28001022338867
996,50.63472366333008
997,52.65935516357422
998,48.07293701171875
999,49.71017837524414
1000,50.76744079589844
1001,49.479286193847656
1002,52.45625686645508
1003,51.59955596923828
1004,49.415714263916016
1005,51.44988250732422
1006,53.17947769165039
1007,50.44415283203125
1008,54.14191436767578
1009,49.641632080078125
1010,52.19633102416992
1011,50.47532272338867
1012,48.365478515625
1013,48.39828109741211
1014,48.9799690246582
1015,45.92634201049805
1016,51.30320739746094
1017,47.8355827331543
1018,46.841609954833984
1019,49.05180740356445
1020,47.721736907958984
1021,49.028221130371094
1022,49.516456604003906
1023,49.37508773803711
1024,46.70612716674805
1025,48.86152648925781
1026,51.390010833740234
1027,48.480140686035156
1028,49.307064056396484
1029,48.17411804199219
1030,49.423866271972656
1031,45.5330810546875
1032,49.37765884399414
1033,47.95468521118164
1034,48.66395568847656
1035,49.840274810791016
1036,48.55765914916992
1037,49.000980377197266
1038,48.82972717285156
1039,49.06072998046875
1040,46.904937744140625
1041,45.80432891845703
1042,44.51445770263672
1043,48.842838287353516
1044,48.415977478027344
1045,47.4761848449707
1046,46.2017822265625
1047,48.557064056396484
1048,44.96026611328125
1049,48.633636474609375
1050,50.03436279296875
1051,50.775482177734375
1052,46.21788787841797
1053,49.509525299072266
1054,49.85063552856445
1055,47.908756256103516
1056,49.848289489746094
1057,49.17620086669922
1058,49.83460998535156
1059,47.74775695800781
1060,48.02303695678711
1061,45.6806526184082
1062,49.328285217285156
1063,47.970096588134766
1064,46.98162841796875
1065,44.77344512939453
1066,48.405548095703125
1067,45.43488693237305
1068,49.19175720214844
1069,49.582305908203125
1070,43.94019317626953
1071,49.309730529785156
1072,47.799869537353516
1073,46.534584045410156
1074,49.92989730834961
1075,44.964988708496094
1076,48.246116638183594
1077,48.501102447509766
1078,50.07917785644531
1079,46.68368911743164
1080,45.56642150878906
1081,45.087093353271484
1082,50.36329650878906
1083,45.32207107543945
1084,49.60688400268555
1085,50.32203674316406
1086,48.76231002807617
1087,46.93806457519531
1088,48.43368148803711
1089,46.33274841308594
1090,45.84001541137695
1091,44.44738006591797
1092,49.364933013916016
1093,46.1531982421875
1094,47.79245376586914
1095,48.54044723510742
1096,48.322635650634766
1097,49.642696380615234
1098,47.43321990966797
1099,47.058387756347656
1100,48.89787673950195
1101,44.0279426574707
1102,47.74073028564453
1103,46.96015167236328
1104,46.835533142089844
1105,44.972225189208984
1106,48.94155502319336
1107,48.57335662841797
1108,45.38376998901367
1109,48.41876220703125
1110,47.5013427734375
1111,47.492408752441406
1112,48.08998107910156
1113,48.590946197509766
1114,44.0679817199707
1115,46.791439056396484
1116,45.76892852783203
1117,43.77562713623047
1118,47.74134826660156
1119,48.65155792236328
1120,47.05965805053711
1121,48.01834487915039
1122,50.4996337890625
1123,44.643741607666016
1124,47.77571105957031
1125,48.43153762817383
1126,45.6864128112793
1127,45.35153579711914
1128,49.023292541503906
1129,47.35053634643555
1130,47.391937255859375
1131,49.34342956542969
1132,45.36457061767578
1133,47.84999084472656
1134,46.92902755737305
1135,47.160274505615234
1136,47.078182220458984
1137,48.350894927978516
1138,47.46490478515625
1139,48.54366683959961
1140,48.80792236328125
1141,49.3565788269043
1142,46.72145080566406
1143,51.47283172607422
1144,50.10163497924805
1145,46.75507354736328
1146,48.12139892578125
1147,45.018192291259766
1148,45.77862548828125
1149,44.600040435791016
1150,49.424842834472656
1151,50.37232208251953
1152,49.024539947509766
1153,45.14600372314453
1154,48.6326904296875
1155,49.43860626220703
1156,45.87936019897461
1157,49.27239227294922
1158,51.32904052734375
1159,47.00357437133789
1160,48.85326385498047
1161,49.46958541870117
1162,46.079627990722656
1163,48.4862174987793
1164,46.62824630737305
1165,46.593292236328125
1166,45.9749755859375
1167,49.55472946166992
1168,47.87080764770508
1169,44.59804153442383
1170,49.58555603027344
1171,45.979942321777344
1172,50.53650665283203
1173,50.20563507080078
1174,45.4452018737793
1175,47.641170501708984
1176,47.19630813598633
1177,48.65473556518555
1178,46.58251953125
1179,47.753658294677734
1180,46.410011291503906
1181,47.34763717651367
1182,47.942012786865234
1183,48.1777458190918
1184,46.924068450927734
1185,50.568939208984375
1186,47.09031677246094
1187,48.31856918334961
1188,48.11207962036133
1189,47.32941436767578
1190,51.88456726074219
1191,47.33707809448242
1192,47.28170394897461
1193,47.87733459472656
1194,50.784584045410156
1195,46.279300689697266
1196,48.106136322021484
1197,46.9111213684082
1198,45.76787185668945
1199,51.64676284790039
1200,48.03657150268555
1201,50.78664779663086
1202,47.346195220947266
1203,49.55937576293945
1204,49.00947952270508
1205,51.69371795654297
1206,47.47160339355469
1207,46.304954528808594
1208,46.843544006347656
1209,45.96157455444336
1210,49.32250213623047
1211,47.671016693115234
1212,47.23569869995117
1213,49.462059020996094
1214,46.0555305480957
1215,45.987735748291016
1216,48.02750015258789
1217,50.444557189941406
1218,46.855430603027344
1219,47.8874626159668
1220,45.67237854003906
1221,47.489540100097656
1222,48.19235610961914
1223,45.764381408691406
1224,46.74528121948242
1225,47.81981658935547
1226,47.632530212402344
1227,51.12461471557617
1228,48.96879196166992
1229,48.48256301879883
1230,49.07173156738281
1231,47.602596282958984
1232,48.010284423828125
1233,49.32295227050781
1234,51.731563568115234
1235,50.7977294921875
1236,49.01091766357422
1237,49.669925689697266
1238,49.79917526245117
1239,50.85819625854492
1240,45.35207748413086
1241,50.306400299072266
1242,47.74280548095703
1243,49.12954330444336
1244,46.96089172363281
1245,47.965354919433594
1246,50.55714416503906
1247,49.1119499206543
1248,46.59318161010742
1249,51.61009979248047
1250,47.616939544677734
1251,48.197410583496094
1252,51.09455108642578
1253,52.422035217285156
1254,48.896827697753906
1255,50.142269134521484
1256,47.36911392211914
1257,48.64212417602539
1258,49.77840805053711
1259,45.7164306640625
1260,48.336612701416016
1261,50.64670944213867
1262,49.45625305175781
1263,49.75151443481445
1264,51.761863708496094
1265,46.62259292602539
1266,45.24711990356445
1267,45.45184326171875
1268,51.01344680786133
1269,51.071327209472656
1270,49.90643310546875
1271,46.62333297729492
1272,47.07075500488281
1273,49.689273834228516
1274,53.471221923828125
1275,51.0471076965332
1276,51.348758697509766
1277,48.84262466430664
1278,46.154441833496094
1279,50.100460052490234
1280,47.37529373168945
1281,48.88714599609375
1282,47.70486068725586
1283,50.358489990234375
1284,50.01122283935547
1285,48.15485382080078
1286,46.88577651977539
1287,48.10888671875
1288,48.46440124511719
1289,49.740318298339844
1290,48.3934440612793
1291,47.20293426513672
1292,49.82018280029297
1293,49.935001373291016
1294,48.58369064331055
1295,50.11085510253906
1296,47.77800369262695
1297,52.167747497558594
1298,48.32841491699219
1299,51.174198150634766
1300,48.60971450805664
1301,50.35614013671875
1302,50.33855438232422
1303,48.709754943847656
1304,46.2171516418457
1305,50.17348098754883
1306,46.83369445800781
1307,50.58632278442383
1308,47.77446746826172
1309,50.470611572265625
1310,52.74778366088867
1311,49.15754318237305
1312,48.854705810546875
1313,51.444236755371094
1314,51.208560943603516
1315,52.23346710205078
1316,50.734554290771484
1317,48.079864501953125
1318,48.84223556518555
1319,48.855892181396484
1320,47.71149826049805
1321,49.727603912353516
1322,51.12271499633789
1323,49.698516845703125
1324,48.72267532348633
1325,48.78660583496094
1326,51.653663635253906
1327,48.49367904663086
1328,51.76372528076172
1329,50.60448455810547
1330,51.52674865722656
1331,50.78448486328125
1332,47.945701599121094
1333,44.501922607421875
1334,48.93940353393555
1335,48.56949234008789
1336,51.87643814086914
1337,47.827213287353516
1338,47.23273849487305
1339,48.781436920166016
1340,48.559959411621094
1341,49.66797637939453
1342,51.305267333984375
1343,50.91455078125
1344,49.0313606262207
1345,49.227848052978516
1346,50.87508773803711
1347,51.09379577636719
1348,51.11271286010742
1349,48.32817459106445
1350,47.071712493896484
1351,47.56672668457031
1352,47.15397644042969
1353,48.126976013183594
1354,48.33944320678711
1355,48.28755569458008
1356,45.802391052246094
1357,49.07461929321289
1358,50.11174392700195
1359,48.26279067993164
